Time (ms),Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12
328,26.8949895,30.92240756,27.82618137,14.40715622,27.85787398,19.02419738,44.59112356,74.1485408,40.29443631,-7.354478915,-11.8121225,12.86516554
330,7.918083927,25.93657051,30.85220892,5.441513979,3.88673659,6.037036564,52.63001869,46.19750487,12.34666505,11.68729361,-1.809724575,31.90664289
332,12.94117836,32.95073347,21.87823647,7.475871743,-5.084400802,15.04987575,37.66891383,68.24646894,49.39889379,1.729066132,-5.807326653,35.94812024
334,13.96427279,18.96489642,27.90426402,19.51022951,12.94446181,-0.937285061,57.70780896,49.29543301,29.45112253,-0.229161344,-0.804928732,35.98959759
336,1.987367216,10.97905937,21.93029157,48.54458727,9.973324415,3.075554126,46.74670409,49.34439708,31.50335127,0.81261118,-17.80253081,29.03107495
338,29.01046165,22.99322233,31.95631913,26.57894504,-11.99781298,34.08839331,56.78559923,65.39336115,31.55558001,0.854383704,-7.800132889,29.0725523
340,20.03355607,19.00738528,15.98234668,1.613302799,0.031049632,47.1012325,37.82449436,42.44232522,30.60780875,0.896156228,-5.797734967,51.11402965
342,17.0566505,33.02154823,26.00837423,9.647660563,-18.94008776,11.11407169,41.8633895,58.49128929,27.66003749,-11.06207125,-29.79533705,45.155507
344,21.07974493,27.03571118,36.03440178,14.68201833,6.088774849,26.12691087,58.90228463,55.54025336,27.71226623,6.979701275,-13.79293912,39.19698436
346,10.10283936,21.04987414,22.06042933,16.71637609,-2.882362543,-1.860249938,30.94117976,36.58921743,41.76449497,13.0214738,-5.790541202,64.23846171
348,15.12593379,8.064037089,26.08645688,16.75073386,12.14650007,19.15258925,39.9800749,51.6381815,46.81672371,1.063246323,-4.788143281,39.27993906
350,19.14902822,34.07820004,15.11248443,21.78509162,-10.82463733,25.16542844,33.01897003,52.68714557,48.86895245,1.105018847,-12.78574536,58.32141641
352,6.172122652,19.092363,22.13851198,23.81944938,11.20422528,29.17826762,43.05786516,53.73610964,40.92118119,11.14679137,4.216652562,61.36289377
354,19.19521708,40.10652595,36.16453953,22.85380715,4.233087891,21.19110681,49.0967603,53.78507372,41.97340993,6.188563894,-11.78094952,60.40437112
356,10.21831151,7.120688901,17.19056709,-6.111835089,-10.7380495,8.203945998,61.13565543,44.83403779,42.02563867,-4.769663582,17.22144841,44.44584847
358,33.24140594,38.13485185,14.21659464,-2.077477325,0.290813108,30.21678518,44.17455056,65.88300186,25.07786741,4.272108942,-25.77615367,52.48732582
360,15.26450037,24.14901481,35.24262219,28.95688044,-7.680324284,32.22962437,40.2134457,55.93196593,45.13009615,-14.68611853,-0.773755751,38.52880318
362,24.2875948,29.16317776,27.26864974,6.991238203,-1.651461675,23.24246356,41.25234083,45.98093,28.18232489,8.35565399,9.22864217,41.57028053
364,20.31068923,11.17734071,26.29467729,6.025595967,11.37740093,3.255302746,55.29123596,47.02989407,41.23455363,13.39742651,0.231040092,52.61175788
366,6.333783659,19.19150366,38.32070484,20.05995373,2.406263542,32.26814193,50.3301311,23.07885814,40.28678237,-0.560800963,-10.76656199,28.65323524
368,20.35687809,39.20566662,8.346732391,16.0943115,-9.56487385,30.28098112,47.36902623,30.12782221,21.33901111,-4.519028439,-13.76416407,45.69471259
370,7.379972518,29.21982957,41.37275994,13.12866926,-3.536011242,6.293820308,46.40792136,21.17678628,20.39123985,16.52274409,-16.76176614,33.73618994
372,17.40306695,38.23399252,28.39878749,24.16302702,-17.50714863,27.3066595,37.4468165,30.22575035,22.44346859,15.56451661,-22.75936822,54.77766729
374,14.42616138,40.24815548,43.42481504,18.19738479,4.521713975,33.31949868,41.48571163,62.27471442,15.49569733,2.606289133,10.2430297,37.81914465
376,12.44925581,24.26231843,22.4508426,19.23174255,10.55057658,25.33233787,33.52460677,48.32367849,35.54792607,-2.351938343,-9.754572379,63.860622
378,19.47235024,14.27648138,23.47687015,16.26610032,10.57943919,47.34517706,55.5635019,60.37264256,10.60015481,-12.31016582,-2.752174457,39.90209935
380,4.495444666,33.29064433,10.5028977,11.30045808,-4.391698199,14.35801624,43.60239703,61.42160663,33.65238355,5.731606704,20.25022346,30.9435767
382,-12.4814609,28.30480729,31.52892525,21.33481584,-7.362835591,42.37085543,30.64129217,40.4705707,24.70461229,1.773379228,22.25262139,47.98505406
384,21.54163353,45.31897024,37.5549528,-1.630826393,-6.333972983,33.38369462,31.6801873,65.51953478,15.75684103,-13.18484825,21.25501931,39.02653141
386,11.56472795,14.33313319,17.58098035,16.40353137,-0.305110374,21.39653381,28.71908243,61.56849885,4.809069766,-13.14307572,30.25741723,33.06800876
388,-3.412177616,30.34729615,36.6070079,19.43788914,7.723752234,39.40937299,47.75797757,41.61746292,14.86129851,1.8986968,46.25981515,53.10948611
390,0.610916814,16.3614591,19.63303545,9.472246899,-6.247385157,8.42221218,33.7968727,48.66642699,18.91352725,0.940469323,53.26221307,49.15096347
392,7.634011243,32.37562205,57.659063,1.506604663,-8.218522549,24.43505137,32.83576783,50.71539106,27.96575599,11.98224185,35.26461099,40.19244082
394,4.657105673,44.389785,23.68509055,7.540962427,8.81034006,34.44789055,60.87466297,38.76435513,26.01798473,5.024014371,55.26700892,46.23391817
396,38.6802001,35.40394796,25.71111811,19.57532019,9.839202668,16.46072974,31.9135581,29.8133192,21.07021347,4.065786895,51.26940684,56.27539552
398,26.70329453,26.41811091,29.73714566,-0.390322045,-8.131934724,17.47356893,40.95245323,32.86228327,10.12244221,-1.892440581,29.27180476,42.31687288
400,14.72638896,31.43227386,47.76317321,-10.35596428,6.896927885,61.48640812,40.99134837,30.91124734,13.17467095,9.149331943,30.27420268,49.35835023
402,7.749483391,9.446436815,23.78920076,-5.321606517,9.925790493,26.4992473,39.0302435,16.96021141,29.22689969,0.191104466,49.2766006,45.39982758
404,34.77257782,7.460599768,35.81522831,15.71275125,22.9546531,32.51208649,49.06913863,41.00917548,26.27912843,12.23287699,49.27899852,47.44130494
406,12.79567225,14.47476272,16.84125586,10.74710901,-11.01648429,7.524925677,35.10803377,53.05813955,-0.668642834,1.274649514,55.28139644,39.48278229
408,16.81876668,24.48892567,27.86728341,4.781466775,-22.98762168,18.53776486,39.1469289,33.10710362,25.38358591,0.316422038,30.28379437,56.52425964
410,11.84186111,14.50308863,42.89331096,14.81582454,7.041240927,19.55060405,27.18582403,46.15606769,7.435814646,-1.641805438,47.28619229,48.56573699
412,6.864955539,14.51725158,29.91933851,2.850182303,-19.92989646,9.563443239,34.22471917,52.20503176,12.48804339,10.39996709,47.28859021,22.60721435
414,-18.11195003,33.53141453,23.94536606,11.88454007,-0.901033856,10.57628243,31.2636143,42.25399584,20.54027213,14.44173961,35.29098813,48.6486917
416,3.911144398,29.54557749,27.97139362,-1.081102169,5.127828752,26.58912161,49.30250944,34.30295991,23.59250087,15.48351213,43.29338605,58.69016905
418,16.93423883,21.55974044,28.99742117,11.9532556,1.156691361,34.6019608,44.34140457,54.35192398,23.64472961,-3.474715343,25.29578397,44.7316464
420,9.957333257,20.57390339,30.02344872,6.987613359,-2.814446031,-9.385200012,54.3802997,45.40088805,30.69695835,-2.432942819,45.2981819,26.77312376
422,26.98042769,20.58806634,23.04947627,-1.978028877,-4.785583423,4.627639175,47.41919484,27.44985212,10.74918709,21.6088297,42.30057982,32.81460111
424,25.00352212,22.6022293,23.07550382,3.056328887,1.243279186,27.64047836,30.45808997,31.49881619,16.80141583,2.650602229,42.30297774,25.85607846
426,11.02661655,28.61639225,24.10153137,11.09068665,11.27214179,9.653317549,25.4969851,32.54778026,24.85364457,8.692374753,34.30537566,47.89755581
428,17.04971098,12.6305552,11.12755892,4.125044415,-1.698995597,5.666156736,29.53588024,17.59674433,13.90587331,13.73414728,27.30777358,50.93903317
430,20.0728054,15.64471815,1.153586473,-0.840597821,-8.670132989,8.678995923,21.57477537,30.6457084,24.95810205,6.7759198,34.3101715,52.98051052
432,24.09589983,27.65888111,43.17961402,11.19375994,-18.64127038,8.691835111,35.6136705,43.69467247,13.01033079,4.817692324,42.31256942,49.02198787
434,-2.881005736,11.67304406,22.20564157,12.22811771,4.387592228,3.704674298,34.65256564,38.74363654,20.06255953,4.859464848,24.31496735,34.06346522
436,12.14208869,14.68720701,27.23166913,6.262475471,10.41645484,14.71751348,22.69146077,37.79260061,6.114788265,-13.09876263,29.31736527,37.10494258
438,8.165183123,14.70136997,11.25769668,-1.703166765,0.445317445,20.73035267,31.7303559,39.84156468,8.167017005,11.9430099,51.31976319,49.14641993
440,11.18827755,16.71553292,10.28372423,-4.668809001,6.474180053,19.74319186,26.76925104,25.89052875,5.219245745,14.98478242,49.32216111,26.18789728
442,25.21137198,6.729695872,17.30975178,12.36554876,-9.496957338,35.75603105,48.80814617,23.93949283,14.27147449,-6.973445057,27.32455903,39.22937463
444,12.23446641,26.74385882,18.33577933,5.399906527,1.53190527,22.76887023,49.8470413,46.9884569,2.323703225,-0.931672533,48.32695695,43.27085199
446,19.25756084,32.75802178,25.36180688,-6.565735709,6.560767878,24.78170942,41.88593644,37.03742097,6.375931965,17.11009999,47.32935488,43.31232934
448,8.280655271,14.77218473,5.387834432,-7.531377945,-18.41036951,25.79454861,29.92483157,60.08638504,3.428160705,14.15187251,22.3317528,54.35380669
450,22.3037497,15.78634768,28.41386198,3.502979819,11.6184931,23.8073878,38.96372671,13.13534911,20.48038945,22.19364504,25.33415072,31.39528405
452,10.32684413,36.80051064,1.439889534,-0.462662417,-2.352644296,8.820226982,50.00262184,33.18431318,7.532618185,3.235417562,35.33654864,64.4367614
454,3.34993856,12.81467359,9.465917085,5.571695347,11.67621831,29.83306617,39.04151697,29.23327725,-2.415153075,-1.722809914,26.33894656,53.47823875
456,15.37303299,34.82883654,18.49194464,9.606053111,11.70508092,16.84590536,54.08041211,40.28224132,-12.36292433,11.31896261,50.34134448,59.5197161
458,12.39612742,9.842999494,23.51797219,-8.359589125,-19.26605647,0.858744544,32.11930724,28.33120539,11.68930441,1.360735134,29.34374241,52.56119346
460,4.419221848,14.85716245,21.54399974,14.67476864,1.762806137,30.87158373,28.15820237,30.38016946,-5.258466855,13.40250766,46.34614033,40.60267081
462,8.442316278,5.8713254,14.57002729,14.7091264,-6.208331254,32.88442292,38.19709751,28.42913353,-11.20623812,-5.555719818,38.34853825,49.64414816
464,15.46541071,25.88548835,16.59605484,7.743484167,-8.179468646,15.89726211,55.23599264,25.4780976,-4.154009375,-0.513947295,39.35093617,38.68562551
466,13.48850514,23.89965131,9.622082391,13.77784193,-14.15060604,4.910101293,25.27488777,33.52706167,-13.10178064,6.527825229,48.35333409,34.72710287
468,-1.488400434,21.91381426,-0.351890058,0.812199695,9.878256571,15.92294048,23.31378291,27.57602574,-2.049551895,-6.430402247,31.35573201,53.76858022
470,13.534694,1.927977211,19.67413749,-25.15344254,0.90711918,19.93577967,15.35267804,9.624989815,7.002676845,3.611370277,40.35812993,37.81005757
472,5.557788425,11.94214016,0.700165044,0.880915223,-3.064018212,20.94861885,34.39157317,11.67395389,1.054905585,6.653142801,24.36052786,37.85153492
474,22.58088286,18.95630312,34.72619259,-11.08472701,-8.035155604,31.96145804,22.43046831,27.72291796,-33.89286568,25.69491532,20.36292578,22.89301228
476,8.603977285,32.97046607,24.75222015,11.94963075,-6.006292995,11.97429723,25.46936344,7.771882027,2.159363065,13.73668785,33.3653237,41.93448963
478,25.62707171,16.98462902,8.778247697,13.98398851,-6.977430387,14.98713642,42.50825857,-2.179153903,-4.788408195,9.778460372,23.36772162,45.97596698
480,1.650166144,23.99879197,21.80427525,7.018346279,-6.948567778,27.9999756,33.54715371,18.86981017,13.26382054,14.8202329,34.37011954,44.01744433
482,-5.326739427,6.012954928,20.8303028,1.052704043,-12.91970517,18.01281479,22.58604884,24.91877424,-2.683950715,5.86200542,42.37251746,25.05892169
484,-0.303644997,14.02711788,13.85633035,-6.912938193,7.109157439,16.02565398,39.62494397,28.96773831,-5.631721976,24.90377794,41.37491539,41.10039904
486,2.719449432,7.041280833,13.8823579,-1.878580429,-13.86197995,4.038493165,30.66383911,34.01670238,3.420506764,-9.054449532,25.37731331,60.14187639
488,10.74254386,17.05544379,9.908385452,-6.844222665,10.16688266,24.05133235,52.70273424,18.06566645,-19.5272645,6.987322991,40.37971123,51.18335375
490,15.76563829,27.06960674,-2.065586997,-13.8098649,-7.804254736,18.06417154,22.74162938,-4.885369479,-9.475035756,9.029095515,52.38210915,59.2248311
492,1.788732721,1.083769692,22.96044055,5.224492863,-6.775392128,10.07701073,49.78052451,3.163594592,5.577192984,0.070868039,20.38450707,41.26630845
494,-0.188172849,16.09793264,11.98646811,-1.741149373,-7.746529519,20.08984991,50.81941964,13.21255866,-17.37057828,-9.887359437,46.38690499,41.3077858
496,17.83492158,16.1120956,0.012495656,4.293208391,-14.71766691,29.1026891,37.85831478,-2.738477267,-20.31834954,9.154413087,35.38930291,35.34926316
498,18.85801601,6.12625855,12.03852321,-8.672433845,-1.688804303,21.11552829,38.89720991,16.3104868,-23.2661208,10.19618561,46.39170084,35.39074051
500,12.88111044,12.1404215,10.06455076,-13.63807608,9.340058306,1.128367475,33.93610504,2.359450875,7.786107944,-1.762041866,35.39409876,27.43221786
502,11.90420487,7.154584456,4.090578309,-13.60371832,-8.631079086,1.141206662,18.97500018,-0.591585055,-7.161663316,6.279730658,47.39649668,34.47369521
504,4.927299298,-0.831252591,9.11660586,-8.569360553,3.397783523,17.15404585,29.01389531,15.45737902,-6.109434576,-9.678496818,37.3988946,24.51517257
506,16.95039373,-1.817089638,16.14263341,0.464997211,9.426646131,22.16688504,25.05279044,5.506343087,-23.05720584,13.36327571,20.40129252,25.55664992
508,16.97348816,9.197073314,31.16866096,-5.500645025,-7.54449126,1.179724224,37.09168558,22.55530716,-11.0049771,-3.59495177,26.40369044,38.59812727
510,1.996582587,15.21123627,11.19468851,8.533712739,-5.515628652,20.19256341,15.13058071,17.60427123,-8.952748356,4.446820754,16.40608837,42.63960462
512,3.019677017,-0.77460078,7.220716064,-8.431929497,-0.486766044,3.205402598,18.16947584,3.653235299,-23.90051962,8.488593277,27.40848629,33.68108198
514,0.042771446,22.23956217,-4.753256385,-6.397571733,12.54209656,15.21824179,21.20837098,21.70219937,-13.84829088,3.530365801,0.410884209,31.72255933
516,0.065865876,10.25372513,3.272771166,-4.363213969,0.570959173,-3.768919028,24.24726611,-5.24883656,5.203937864,1.572138325,-1.586717869,23.76403668
518,15.08896031,11.26788808,10.29879872,8.671143795,-14.40017822,8.243920159,39.28616124,12.80012751,-25.7438334,-1.386089151,24.41568005,40.80551403
520,-3.887945265,-1.717948969,-7.675173732,7.705501559,-3.37131561,22.25675935,28.32505638,3.849091582,-2.691604656,2.655683373,18.41807797,46.84699139
522,6.135149164,12.29621398,22.35085382,6.739859323,-2.342453001,5.269598534,49.36395151,12.89805565,2.360624084,25.6974559,17.4204759,31.88846874
524,10.15824359,8.310376937,17.37688137,7.774217087,5.686409607,-1.717562279,25.40284665,34.94701972,-8.587147176,-4.26077158,29.42287382,33.92994609
526,-1.818661977,-1.67546011,-4.597091079,-6.191425149,5.715272215,25.29527691,35.44174178,1.995983794,-8.534918436,26.78100094,25.42527174,31.97142345
528,2.204432453,-1.661297158,3.428936472,-6.157067385,-11.25586518,10.3081161,28.48063691,-4.955052136,-6.482689696,-5.177226532,31.42766966,32.0129008
530,11.22752688,-6.647134205,1.454964023,-19.12270962,10.77299743,18.32095528,33.51953205,12.09391193,-12.43046096,15.86454599,35.43006758,30.05437815
532,16.25062131,-4.632971252,-2.519008426,6.911648143,-7.198139959,8.33379447,17.55842718,10.14287601,-7.378232217,12.90631852,11.4324655,25.0958555
534,-20.72628426,-1.618808299,6.507019125,-9.053994093,-5.169277351,17.34663366,11.59732231,16.19184008,-12.32600348,6.94809104,25.43486342,34.13733286
536,10.29681017,0.395354654,18.53304668,3.980363671,-15.14041474,1.359472844,26.63621745,21.24080415,-11.27377474,23.98986356,17.43726135,15.17881021
538,8.319904601,4.409517607,16.55907423,-15.98527857,-3.111552134,21.37231203,31.67511258,0.289768218,-7.221545997,10.03163609,3.439659268,36.22028756
540,20.34299903,10.42368056,-6.414898222,7.049079199,7.917310474,7.385151218,17.71400771,-7.661267712,-15.16931726,-5.926591389,22.44205719,27.26176491
542,9.36609346,16.43784351,7.611129329,-11.91656304,-5.053826917,7.397990406,20.75290285,-4.612303641,-1.117088517,16.11518113,18.44445511,14.30324227
544,-17.61081211,1.452006465,-10.36284312,4.117794727,18.97503569,-2.589170407,28.79179798,21.43666043,-14.06485978,-13.84304634,23.44685303,21.34471962
546,3.412282319,0.466169418,-6.336815569,0.15215249,5.0038983,11.42366878,27.83069311,-14.5143755,0.987368963,7.198726183,12.44925095,21.38619697
548,-4.564623251,12.48033237,15.68921198,-4.813489746,9.032760908,-1.563492033,23.86958825,14.53458857,-18.9604023,-20.75950129,34.45164888,20.42767432
550,-6.541528822,-5.505504677,10.71523953,-0.779131982,4.061623516,12.44934715,20.90848338,-3.416447358,-3.908173557,2.28227123,20.4540468,53.46915168
552,9.481565608,8.508658276,5.741267084,-12.74477422,8.090486125,-8.537813658,11.94737851,-8.367483288,2.144055183,3.324043754,21.45644472,26.51062903
554,-0.495339963,11.52282123,19.76729464,8.289583546,-5.880651267,10.47502553,0.986273648,-7.318519217,-5.803716077,-1.634183722,28.45884264,22.55210638
556,-6.472245533,-8.463015818,1.793322186,5.32394131,16.14821134,14.48786472,26.02516878,-9.269555146,-19.75148734,-7.592411198,22.46124056,30.59358373
558,-4.449151104,5.551147135,5.819349737,-12.64170093,-4.82292605,-14.4992961,10.06406392,-3.220591076,-14.6992586,2.449361326,22.46363848,28.63506109
560,6.573943326,7.565310087,12.84537729,-13.60734316,-15.79406344,16.51354309,25.10295905,-6.171627005,-6.647029857,5.491133849,13.46603641,30.67653844
562,0.597037755,-19.42052696,-7.128595161,3.427014602,-1.765200833,-0.473617723,16.14185418,-6.122662934,-28.59480112,10.53290637,18.46843433,19.71801579
564,2.620132185,9.593635993,7.897432391,11.46137237,5.263661775,-0.460778535,11.18074932,-1.073698864,-30.54257238,13.5746789,6.470832248,-5.240506855
566,-5.356773385,5.607798946,1.923459942,-13.50426987,13.29252438,14.55206065,20.21964445,1.975265207,-13.49034364,-5.383548579,23.47323017,15.8009705
568,-6.333678956,-2.378038101,-5.050512507,-6.469912106,-0.678613008,13.56489984,19.25853958,-1.975770722,-28.4381149,20.65822394,12.47562809,25.84244785
570,-11.31058453,4.636124851,15.97551504,-11.43555434,1.350249601,5.577739026,17.29743472,-7.926806652,-34.38588616,6.699996469,26.47802601,11.8839252
572,1.712509903,3.650287804,19.00154259,-7.401196578,4.379112209,15.59057821,11.33632985,3.122157419,-31.33365742,3.741768992,2.480423934,13.92540256
574,-6.264395667,3.664450757,-12.97242985,10.63316119,7.407974818,-3.396582599,6.375224983,-7.82887851,11.71857132,-7.216458484,36.48282186,26.96687991
576,4.758698762,8.67861371,9.053597697,-15.33248105,-10.56316257,-6.383743412,21.41412012,-8.77991444,-24.22919994,14.82531404,17.48521978,30.00835726
578,-2.218206808,4.692776663,15.07962525,-23.29812329,5.465700034,-2.370904225,21.45301525,-16.73095037,-13.1769712,-6.132913436,35.4876177,9.049834613
580,-2.195112379,4.706939616,-18.8943472,-6.263765522,-0.505437357,5.641934962,21.49191038,-3.681986298,-8.124742457,4.908859088,11.49001562,25.09131197
582,-7.172017949,0.721102568,14.13168035,-14.22940776,2.523425251,-9.345225851,-1.469194483,0.366977772,-6.072513718,15.95063161,23.49241354,-1.867210681
584,8.851076481,-4.264734479,-15.8422921,2.804950006,16.55228786,5.667613336,9.569700651,3.415941843,-36.02028498,22.99240414,7.494811464,-1.825733329
586,-6.12582909,18.74942847,22.18373545,-5.16069223,21.58115047,8.680452524,-4.391404216,-12.53509409,-8.968056238,9.034176659,-4.502790615,6.215744024
588,9.89726534,-6.236408573,-5.790236997,-15.12633447,0.610013077,-2.306708289,11.64749092,0.513869985,-14.9158275,7.075949183,16.49960731,24.25722138
