DataTable:,Function DataTable for [Raw Ci on CYm API F(t)],,,,,,
Date:, November 21 2024 13:23:20,,,,,,
Description:,Table of function data for [Raw Ci on CYm API F(t)],,,,,,
,,,,,,,
,,,,,,,
Legend:, Type, Name, Description, Units, Is Default Visible, Is Id Column, Is Editable
,,,,,,,
integer,id,ID of each record,,,,,
double,Cell ID: 106 (X): T (msec),(X): Cell ID: 106 Time (msec),,TRUE,FALSE,FALSE,
double,Cell ID: 106 (Y),Raw Ci on CYm API F(t) for Cell ID: 106 (Y),,TRUE,FALSE,FALSE,
double,Cell ID: 115 (X): T (msec),(X): Cell ID: 115 Time (msec),,TRUE,FALSE,FALSE,
double,Cell ID: 115 (Y),Raw Ci on CYm API F(t) for Cell ID: 115 (Y),,TRUE,FALSE,FALSE,
double,Cell ID: 117 (X): T (msec),(X): Cell ID: 117 Time (msec),,TRUE,FALSE,FALSE,
double,Cell ID: 117 (Y),Raw Ci on CYm API F(t) for Cell ID: 117 (Y),,TRUE,FALSE,FALSE,
,,,,,,,
,,,,,,,
id,Cell ID: 106 (X): T (msec),Cell ID: 106 (Y),Cell ID: 115 (X): T (msec),Cell ID: 115 (Y),Cell ID: 117 (X): T (msec),Cell ID: 117 (Y),
1776,17767.75,133.6244141,17767.75,127.6941866,17767.75,126.6032389,
1777,17777.76,133.6769531,17777.76,127.6113825,17777.76,127.1336032,
1778,17787.77,133.8775391,17787.77,127.6585247,17787.77,127.2145749,
1779,17797.78,134.00625,17797.78,127.4279433,17797.78,127.2995951,
1780,17807.79,134.2824219,17807.79,127.3089888,17807.79,126.7408907,
1781,17817.8,134.7142578,17817.8,127.963361,17817.8,127.6680162,
1782,17827.81,135.4283203,17827.81,128.5234489,17827.81,128.2550607,
1783,17837.82,138.3333984,17837.82,130.9731314,17837.82,129.5910931,
1784,17847.83,143.3626953,17847.83,135.660723,17847.83,134.097166,
1785,17857.84,145.9767578,17857.84,138.0192965,17857.84,134.7530364,
1786,17867.85,147.0613281,17867.85,139.030044,17867.85,137.9433198,
1787,17877.86,147.9220703,17877.86,139.1045432,17877.86,138.2631579,
1788,17887.87,148.3976563,17887.87,139.4074255,17887.87,137.5910931,
1789,17897.88,148.8792969,17897.88,139.8207132,17897.88,138.7327935,
1790,17907.89,149.2681641,17907.89,140.0483635,17907.89,139.242915,
1791,17917.9,149.4861328,17917.9,139.8678554,17917.9,138.1781377,
1792,17927.91,150.0542969,17927.91,139.684172,17927.91,139.0607287,
1793,17937.92,150.0775391,17937.92,139.6504641,17937.92,139.3684211,
1794,17947.93,150.2683594,17947.93,139.2945774,17947.93,138.5910931,
1795,17957.94,150.5025391,17957.94,139.2134831,17957.94,138.4493927,
1796,17967.95,150.5164063,17967.95,139.4702003,17967.95,139.291498,
1797,17977.96,150.7257813,17977.96,138.9931607,17977.96,140.4939271,
1798,17987.97,151.0556641,17987.97,139.209575,17987.97,139.8461538,
1799,17997.98,150.9283203,17997.98,138.8744504,17997.98,139.0890688,
1800,18007.99,151.1910156,18007.99,138.7413288,18007.99,139.5789474,
1801,18018,150.8220703,18018,138.6858818,18018,139.9635628,
1802,18028.01,151.3158203,18028.01,138.3856864,18028.01,137.9352227,
1803,18038.02,151.1992188,18038.02,138.3761602,18038.02,140.2672065,
1804,18048.03,151.1013672,18048.03,137.9902296,18048.03,138.2510121,
1805,18058.04,150.6246094,18058.04,138.2669761,18058.04,139.8987854,
1806,18068.05,150.8126953,18068.05,138.2278945,18068.05,139.1578947,
1807,18078.06,150.8835938,18078.06,138.0566683,18078.06,140.1214575,
1808,18088.07,150.6046875,18088.07,137.697362,18088.07,139.0890688,
1809,18098.08,150.4488281,18098.08,137.1924768,18098.08,140.0607287,
1810,18108.09,150.0740234,18108.09,137.1394724,18108.09,138.048583,
1811,18118.1,150.0347656,18118.1,137.0779189,18118.1,140.0242915,
1812,18128.11,149.6275391,18128.11,137.0569126,18128.11,138.8785425,
1813,18138.12,149.5015625,18138.12,136.3502687,18138.12,138.8340081,
1814,18148.13,149.4318359,18148.13,136.1536395,18148.13,138.6558704,
1815,18158.14,149.2427734,18158.14,135.7449927,18158.14,137.4574899,
1816,18168.15,149.0974609,18168.15,135.7586712,18168.15,138.4089069,
1817,18178.16,148.8183594,18178.16,135.6245725,18178.16,138.6801619,
1818,18188.17,148.5693359,18188.17,135.3803127,18188.17,138.1295547,
1819,18198.18,148.5878906,18198.18,135.1116268,18198.18,137.8623482,
1820,18208.19,147.7367188,18208.19,134.8998534,18208.19,137.6963563,
1821,18218.2,147.6720703,18218.2,134.4758183,18218.2,137.2712551,
1822,18228.21,147.13125,18228.21,134.0725452,18228.21,137.3522267,
1823,18238.22,146.778125,18238.22,133.8720078,18238.22,137.437247,
1824,18248.23,146.5587891,18248.23,133.7865169,18248.23,134.8421053,
1825,18258.24,146.0693359,18258.24,133.1951637,18258.24,136.1821862,
1826,18268.25,145.4027344,18268.25,133.1543723,18268.25,134.9595142,
1827,18278.26,145.1326172,18278.26,132.6670738,18278.26,135.194332,
1828,18288.27,144.5248047,18288.27,132.0679043,18288.27,133.7732794,
1829,18298.28,144.4150391,18298.28,132.1416707,18298.28,134.9149798,
1830,18308.29,143.7529297,18308.29,131.6463117,18308.29,136.3360324,
1831,18318.3,143.9216797,18318.3,131.4606742,18318.3,135.4817814,
1832,18328.31,143.0195313,18328.31,131.105276,18328.31,134.2388664,
1833,18338.32,142.1798828,18338.32,130.2308256,18338.32,132.1417004,
1834,18348.33,141.871875,18348.33,130.0788959,18348.33,132.8744939,
1835,18358.34,140.9609375,18358.34,130.1736688,18358.34,132.3076923,
1836,18368.35,140.3574219,18368.35,129.5979482,18368.35,132.3238866,
1837,18378.36,139.6580078,18378.36,129.0981925,18378.36,132.805668,
1838,18388.37,138.6029297,18388.37,128.4233024,18388.37,129.51417,
1839,18398.38,137.9921875,18398.38,127.8751832,18398.38,130.48583,
1840,18408.39,137.2169922,18408.39,127.8930142,18408.39,129.6194332,
1841,18418.4,136.9914063,18418.4,127.5525159,18418.4,129.6396761,
1842,18428.41,136.1630859,18428.41,126.8935027,18428.41,129.6477733,
1843,18438.42,135.6369141,18438.42,126.8470933,18438.42,128.8299595,
1844,18448.43,135.3912109,18448.43,126.685149,18448.43,128.9676113,
1845,18458.44,134.8285156,18458.44,126.3617489,18458.44,128.2024291,
1846,18468.45,134.546875,18468.45,126.1802638,18468.45,128.437247,
1847,18478.46,134.2521484,18478.46,126.0085491,18478.46,127.4291498,
1848,18488.47,133.8759766,18488.47,125.5959941,18488.47,127.6963563,
1849,18498.48,133.5748047,18498.48,125.5090376,18498.48,128.4817814,
1850,18508.49,133.0058594,18508.49,125.3106986,18508.49,128.902834,
1851,18518.5,133.1142578,18518.5,125.2830972,18518.5,127.5425101,
1852,18528.51,132.8345703,18528.51,125.0847582,18528.51,127.0647773,
1853,18538.52,132.5128906,18538.52,125.1167562,18538.52,128.534413,
1854,18548.53,132.309375,18548.53,125.0420127,18548.53,127.0323887,
1855,18558.54,132.3837891,18558.54,125.0642404,18558.54,126.4412955,
1856,18568.55,132.1376953,18568.55,125.5762091,18568.55,127.3846154,
1857,18578.56,132.0234375,18578.56,125.0911089,18578.56,126.5506073,
1858,18588.57,131.6890625,18588.57,125.123107,18588.57,126.8502024,
1859,18598.58,132.0617188,18598.58,124.7169028,18598.58,126.6680162,
1860,18608.59,131.9769531,18608.59,124.9035173,18608.59,127.3279352,
1861,18618.6,131.6183594,18618.6,124.8429409,18618.6,125.8785425,
1862,18628.61,131.4277344,18628.61,125.068637,18628.61,126.659919,
1863,18638.62,131.6019531,18638.62,124.988764,18638.62,126.8461538,
1864,18648.63,131.153125,18648.63,124.7489008,18648.63,126.8704453,
1865,18658.64,131.453125,18658.64,125.0434783,18658.64,126.097166,
1866,18668.65,131.2734375,18668.65,124.9184172,18668.65,126.5465587,
1867,18678.66,131.0951172,18678.66,124.9196385,18678.66,127.3603239,
1868,18688.67,131.0136719,18688.67,124.7813874,18688.67,126.8097166,
1869,18698.68,130.8732422,18698.68,124.6614558,18698.68,125.8259109,
1870,18708.69,131.1271484,18708.69,124.7364436,18708.69,126.5303644,
1871,18718.7,131.6191406,18718.7,124.9047386,18718.7,126.1255061,
1872,18728.71,131.8373047,18728.71,124.9491939,18728.71,127.0850202,
1873,18738.72,131.8294922,18738.72,125.2042013,18738.72,125.5991903,
1874,18748.73,131.6835938,18748.73,125.1783097,18748.73,127.0809717,
1875,18758.74,131.4939453,18758.74,125.1709819,18758.74,125.6963563,
1876,18768.75,131.8314453,18768.75,125.0989253,18768.75,126.3481781,
1877,18778.76,131.5855469,18778.76,125.1910112,18778.76,125.3967611,
1878,18788.77,131.3597656,18788.77,125.2564729,18788.77,126.1214575,
1879,18798.78,131.4019531,18798.78,124.8656571,18798.78,126.2145749,
1880,18808.79,131.5363281,18808.79,124.912555,18808.79,126.2186235,
1881,18818.8,131.4365234,18818.8,124.8028823,18818.8,125.8947368,
1882,18828.81,131.2632813,18828.81,125.0070835,18828.81,126.5465587,
1883,18838.82,131.1599609,18838.82,125.1340987,18838.82,125.9433198,
1884,18848.83,131.0765625,18848.83,124.8724963,18848.83,126.0283401,
1885,18858.84,131.0306641,18858.84,124.6670738,18858.84,126.1821862,
1886,18868.85,131.5462891,18868.85,125.1709819,18868.85,125.9595142,
1887,18878.86,131.6177734,18878.86,125.3133854,18878.86,125.611336,
1888,18888.87,131.8455078,18888.87,125.2586712,18888.87,125.6923077,
1889,18898.88,131.91875,18898.88,125.2261847,18898.88,126.1052632,
1890,18908.89,132.1371094,18908.89,124.9057157,18908.89,125.3684211,
1891,18918.9,132.2548828,18918.9,125.1555936,18918.9,124.6396761,
1892,18928.91,131.6039063,18928.91,125.2154372,18928.91,125.9959514,
1893,18938.92,132.0716797,18938.92,125.2051783,18938.92,125.3805668,
1894,18948.93,131.7121094,18948.93,124.9650708,18948.93,125.951417,
1895,18958.94,131.6269531,18958.94,125.0823156,18958.94,125.8947368,
1896,18968.95,131.7404297,18968.95,125.0886663,18968.95,125.2995951,
1897,18978.96,131.7777344,18978.96,125.4208598,18978.96,126.1052632,
1898,18988.97,131.6117188,18988.97,125.6162677,18988.97,125.8866397,
1899,18998.98,131.7333984,18998.98,125.8510015,18998.98,126.1659919,
1900,19008.99,131.8740234,19008.99,126.0740107,19008.99,125.3805668,
1901,19019,131.6960938,19019,126.178554,19019,125.9635628,
1902,19029.01,131.6681641,19029.01,125.542257,19029.01,124.8097166,
1903,19039.02,131.8230469,19039.02,125.8041036,19039.02,126.6072874,
1904,19049.03,131.5671875,19049.03,125.6380068,19049.03,125.5384615,
1905,19059.04,131.8294922,19059.04,125.6612115,19059.04,126.7489879,
1906,19069.05,131.5277344,19069.05,125.2967758,19069.05,125.8421053,
1907,19079.06,131.4927734,19079.06,125.6724475,19079.06,126.7651822,
1908,19089.07,131.9039063,19089.07,125.4860772,19089.07,125.9838057,
1909,19099.08,131.2841797,19099.08,125.3790914,19099.08,124.9311741,
1910,19109.09,131.4064453,19109.09,125.3182706,19109.09,125.6437247,
1911,19119.1,131.4974609,19119.1,125.7076209,19119.1,125.4898785,
1912,19129.11,131.6523438,19129.11,125.7100635,19129.11,125.340081,
1913,19139.12,131.6601563,19139.12,126.160723,19139.12,125.9838057,
1914,19149.13,131.9066406,19149.13,126.2081094,19149.13,125.4898785,
1915,19159.14,132.0236328,19159.14,126.2361993,19159.14,126.4453441,
1916,19169.15,132.0724609,19169.15,125.9223254,19169.15,126.1214575,
1917,19179.16,132.1898438,19179.16,125.772594,19179.16,126.1700405,
1918,19189.17,132.1976563,19189.17,125.5793845,19189.17,125.4331984,
1919,19199.18,131.9375,19199.18,125.4836346,19199.18,126.0809717,
1920,19209.19,131.796875,19209.19,125.3671226,19209.19,125.8178138,
1921,19219.2,131.9253906,19219.2,125.8114314,19219.2,126.2753036,
1922,19229.21,131.8648438,19229.21,125.5788959,19229.21,126.2672065,
1923,19239.22,131.7296875,19239.22,125.2718613,19239.22,125.7246964,
1924,19249.23,131.4517578,19249.23,125.6389839,19249.23,125.7611336,
1925,19259.24,131.8943359,19259.24,125.0576453,19259.24,126.4493927,
1926,19269.25,131.946875,19269.25,125.7296043,19269.25,125.3036437,
1927,19279.26,131.9775391,19279.26,126.0823156,19279.26,124.4251012,
1928,19289.27,131.6837891,19289.27,125.8221788,19289.27,126.3562753,
1929,19299.28,131.8865234,19299.28,125.611871,19299.28,125.8016194,
1930,19309.29,132.1603516,19309.29,125.6360528,19309.29,125.4210526,
1931,19319.3,131.8357422,19319.3,125.7730826,19319.3,125.6518219,
1932,19329.31,132.0833984,19329.31,125.8170493,19329.31,126.3967611,
1933,19339.32,131.9455078,19339.32,125.8343918,19339.32,126.8987854,
1934,19349.33,131.5945313,19349.33,125.3131412,19349.33,127.0040486,
1935,19359.34,131.8802734,19359.34,125.6162677,19359.34,126.7004049,
1936,19369.35,131.6511719,19369.35,125.3915486,19369.35,125.1174089,
1937,19379.36,131.4648438,19379.36,125.0681485,19379.36,126.8825911,
1938,19389.37,131.5884766,19389.37,125.499023,19389.37,126.0647773,
1939,19399.38,131.5552734,19399.38,125.4487054,19399.38,126.3279352,
1940,19409.39,131.4884766,19409.39,125.2630679,19409.39,125.388664,
1941,19419.4,131.7925781,19419.4,126.0840254,19419.4,126.1336032,
1942,19429.41,131.7082031,19429.41,126.0317538,19429.41,126.611336,
1943,19439.42,131.8751953,19439.42,126.2955545,19439.42,126.291498,
1944,19449.43,132.2927734,19449.43,126.1756229,19449.43,126.8218623,
1945,19459.44,132.3171875,19459.44,126.4274548,19459.44,126.4615385,
1946,19469.45,132.5121094,19469.45,126.4794822,19469.45,126.5101215,
1947,19479.46,132.3751953,19479.46,126.253786,19479.46,127.0850202,
1948,19489.47,132.3914063,19489.47,126.3319492,19489.47,126.4331984,
1949,19499.48,132.2068359,19499.48,126.2454812,19499.48,126.3441296,
1950,19509.49,132.2441406,19509.49,126.0974597,19509.49,126.8380567,
1951,19519.5,132.1476563,19519.5,126.1101612,19519.5,126.0445344,
1952,19529.51,132.3054688,19529.51,126.2230093,19529.51,126.2267206,
1953,19539.52,131.8820313,19539.52,126.0024426,19539.52,125.7489879,
1954,19549.53,132.0533203,19549.53,125.9193942,19549.53,126.3238866,
1955,19559.54,132.1832031,19559.54,126.0520274,19559.54,126.2834008,
1956,19569.55,132.1183594,19569.55,125.9760625,19569.55,126.0607287,
1957,19579.56,132.1332031,19579.56,126.0200293,19579.56,126.9109312,
1958,19589.57,132.0232422,19589.57,126.1480215,19589.57,126.8259109,
1959,19599.58,132.0572266,19599.58,126.6827064,19599.58,126.7449393,
1960,19609.59,132.1628906,19609.59,126.9384465,19609.59,126.5465587,
1961,19619.6,132.1669922,19619.6,126.4956033,19619.6,127.2793522,
1962,19629.61,132.3273438,19629.61,126.8248657,19629.61,127.0607287,
1963,19639.62,132.1085938,19639.62,127.2826087,19639.62,127.1538462,
1964,19649.63,131.8923828,19649.63,127.2601368,19649.63,126.1093117,
1965,19659.64,132.3660156,19659.64,127.3021495,19659.64,127.6234818,
1966,19669.65,132.3300781,19669.65,126.9281876,19669.65,125.8623482,
1967,19679.66,132.1089844,19679.66,126.5869565,19679.66,127.0890688,
1968,19689.67,132.2791016,19689.67,126.6179775,19689.67,126.242915,
1969,19699.68,132.6751953,19699.68,126.6712262,19699.68,126.9595142,
1970,19709.69,133.4382813,19709.69,126.8988764,19709.69,127.7165992,
1971,19719.7,133.8960938,19719.7,126.9582316,19719.7,127.8380567,
1972,19729.71,134.1417969,19729.71,127.4909624,19729.71,127.2024291,
1973,19739.72,134.9234375,19739.72,128.0901319,19739.72,128.1781377,
1974,19749.73,135.9296875,19749.73,129.0595994,19749.73,129.0728745,
1975,19759.74,140.5535156,19759.74,133.9765511,19759.74,133.2307692,
1976,19769.75,144.7662109,19769.75,136.8991207,19769.75,136.7206478,
1977,19779.76,145.7458984,19779.76,138.0754763,19779.76,137.1821862,
1978,19789.77,146.5740234,19789.77,138.1262824,19789.77,137.7246964,
1979,19799.78,147.2914063,19799.78,138.4916952,19799.78,137.9676113,
1980,19809.79,147.5025391,19809.79,138.4843674,19809.79,139.5222672,
1981,19819.8,148.3119141,19819.8,138.5100147,19819.8,139.1781377,
1982,19829.81,148.3771484,19829.81,138.1651197,19829.81,139.7935223,
1983,19839.82,148.571875,19839.82,138.3795799,19839.82,138.3238866,
1984,19849.83,148.8050781,19849.83,138.7640449,19849.83,139.5870445,
1985,19859.84,149.2626953,19859.84,138.3431851,19859.84,139.5910931,
1986,19869.85,149.5824219,19869.85,138.394724,19869.85,137.8299595,
1987,19879.86,149.6699219,19879.86,138.4149976,19879.86,139.4129555,
1988,19889.87,149.5921875,19889.87,138.3004397,19889.87,138.6558704,
1989,19899.88,149.9322266,19899.88,138.7291158,19899.88,138.5708502,
1990,19909.89,149.8472656,19909.89,138.7830972,19909.89,138.5708502,
1991,19919.9,150.0908203,19919.9,138.7352223,19919.9,139.2712551,
1992,19929.91,150.3572266,19929.91,138.4044944,19929.91,138.0445344,
1993,19939.92,149.8189453,19939.92,138.1792868,19939.92,139.0607287,
1994,19949.93,150.3544922,19949.93,138.0031754,19949.93,139.7165992,
1995,19959.94,150.3195313,19959.94,137.9550562,19959.94,139.2469636,
1996,19969.95,150.0423828,19969.95,137.6399609,19969.95,138.1781377,
1997,19979.96,150.3382813,19979.96,137.6345872,19979.96,138.7327935,
1998,19989.97,150.0621094,19989.97,137.7388862,19989.97,139.1174089,
